Age (kyr),IRM@0.9 AF 120mT (A/m)
2019.76,0.252
2019.94,0.253
2020.12,0.254
2020.29,0.255
2020.47,0.255
2020.65,0.255
2020.82,0.254
2021.00,0.254
2021.18,0.254
2021.36,0.254
2021.53,0.253
2021.71,0.251
2021.89,0.25
2022.06,0.249
2022.24,0.248
2022.42,0.247
2022.60,0.247
2022.77,0.248
2022.95,0.248
2023.13,0.248
2023.31,0.247
2023.48,0.246
2023.66,0.245
2023.84,0.245
2024.01,0.245
2024.19,0.246
2024.37,0.247
2024.55,0.247
2024.72,0.248
2024.90,0.248
2025.08,0.248
2025.25,0.248
2025.43,0.248
2025.61,0.249
2025.79,0.25
2025.96,0.251
2026.14,0.253
2026.32,0.256
2026.50,0.259
2026.67,0.261
2026.85,0.261
2027.03,0.26
2027.20,0.257
2027.38,0.253
2027.56,0.249
2027.74,0.246
2027.91,0.243
2028.09,0.242
2028.27,0.24
2028.44,0.239
2028.62,0.239
2028.80,0.239
2028.98,0.238
2029.15,0.237
2029.33,0.235
2029.51,0.232
2029.69,0.226
2029.86,
2030.04,
2030.22,
2030.39,
2030.57,
2030.75,
2030.93,
2031.10,
2031.28,0.261
2031.46,0.272
2031.64,0.276
2031.81,0.274
2031.99,0.269
2032.17,0.264
2032.34,0.262
2032.52,0.26
2032.70,0.259
2032.88,0.257
2033.05,0.256
2033.23,0.255
2033.41,0.254
2033.58,0.254
2033.76,0.254
2033.94,0.256
2034.12,0.258
2034.29,0.26
2034.47,0.261
2034.65,0.262
2034.83,0.264
2035.00,0.268
2035.18,0.275
2035.36,0.284
2035.53,0.291
2035.71,0.293
2035.89,0.293
2036.07,0.294
2036.24,0.302
2036.42,0.316
2036.60,0.332
2036.77,0.343
2036.95,0.346
2037.13,0.341
2037.31,0.332
2037.48,0.323
2037.66,0.314
2037.84,0.304
2038.02,0.295
2038.19,0.287
2038.37,0.282
2038.55,0.278
2038.72,0.275
2038.90,0.274
2039.08,0.272
2039.26,0.27
2039.43,0.266
2039.61,0.261
2039.79,0.256
2039.96,0.253
2040.14,0.251
2040.32,0.25
2040.50,0.249
2040.67,0.248
2040.85,0.248
2041.03,0.247
2041.21,0.247
2041.38,0.246
2041.56,0.245
2041.74,0.244
2041.91,0.244
2042.09,0.246
2042.27,0.25
2042.45,0.257
2042.62,0.266
2042.80,0.276
2042.98,0.287
2043.15,0.299
2043.33,0.313
2043.51,0.33
2043.69,0.347
2043.86,0.361
2044.04,0.37
2044.22,0.376
2044.40,0.382
2044.57,0.389
2044.75,0.392
2044.93,0.39
2045.10,0.381
2045.28,0.369
2045.46,0.356
2045.64,0.344
2045.81,0.332
2045.99,0.321
2046.17,0.311
2046.35,0.302
2046.52,0.295
2046.70,0.291
2046.88,0.291
2047.05,0.297
2047.23,0.307
2047.41,0.321
2047.59,0.336
2047.76,0.349
2047.94,0.362
2048.12,0.373
2048.29,0.382
2048.47,0.383
2048.65,0.377
2048.83,0.366
2049.00,0.355
2049.18,0.345
2049.36,0.337
2049.54,0.33
2049.71,0.326
2049.89,0.323
2050.07,0.323
2050.24,0.326
2050.42,0.331
2050.60,0.338
2050.78,0.347
2050.95,0.358
2051.13,0.371
2051.31,0.383
2051.48,0.396
2051.66,0.406
2051.84,0.412
2052.02,0.415
2052.19,0.415
2052.37,0.415
2052.55,0.416
2052.73,0.412
2052.90,0.401
2053.08,0.387
2053.26,0.374
2053.43,0.363
2053.61,0.352
2053.79,0.343
2053.97,0.333
2054.14,0.325
2054.32,0.316
2054.50,0.307
2054.67,0.299
2054.85,0.293
2055.03,0.29
2055.21,0.288
2055.38,0.288
2055.56,0.287
2055.74,0.288
2055.92,0.289
2056.09,0.292
2056.27,0.293
2056.45,0.288
2056.62,
2056.80,
2056.98,
2057.16,
2057.33,
2057.51,
2057.69,
2057.86,0.208
2058.04,0.219
2058.22,0.225
2058.40,0.228
2058.57,0.227
2058.75,0.224
2058.93,0.22
2059.11,0.217
2059.28,0.214
2059.46,0.212
2059.64,0.212
2059.81,0.212
2059.99,0.214
2060.17,0.216
2060.35,0.221
2060.52,0.226
2060.70,0.231
2060.88,0.234
2061.06,0.235
2061.23,0.237
2061.41,0.238
2061.59,0.238
2061.76,0.237
2061.94,0.237
2062.12,0.237
2062.30,0.237
2062.47,0.239
2062.65,0.241
2062.83,0.244
2063.00,0.245
2063.18,0.245
2063.36,0.244
2063.54,0.243
2063.71,0.243
2063.89,0.242
2064.07,0.24
2064.25,0.239
2064.42,0.237
2064.60,0.236
2064.78,0.234
2064.95,0.232
2065.13,0.23
2065.31,0.228
2065.49,0.225
2065.66,0.223
2065.84,0.22
2066.02,0.218
2066.19,0.216
2066.37,0.214
2066.55,0.213
2066.73,0.212
2066.90,0.21
2067.08,0.208
2067.26,0.207
2067.44,0.205
2067.61,0.203
2067.79,0.202
2067.97,0.202
2068.14,0.202
2068.32,0.202
2068.50,0.202
2068.68,0.202
2068.85,0.201
2069.03,0.201
2069.21,0.202
2069.38,0.203
2069.56,0.205
2069.74,0.206
2069.92,0.205
2070.09,0.205
2070.27,0.203
2070.45,0.202
2070.63,0.2
2070.80,0.198
2070.98,0.196
2071.16,0.194
2071.33,0.193
2071.51,0.192
2071.69,0.192
2071.87,0.192
2072.04,0.191
2072.22,0.19
2072.40,0.188
2072.57,0.186
2072.75,0.184
2072.93,0.181
2073.11,0.178
2073.28,0.176
2073.46,0.174
2073.64,0.173
2073.82,0.173
2073.99,0.173
2074.17,0.172
2074.35,0.172
2074.52,0.171
2074.70,0.171
2074.88,0.171
2075.06,0.172
2075.23,0.172
2075.41,0.173
2075.59,0.173
2075.77,0.174
2075.94,0.175
2076.12,0.175
2076.30,0.174
2076.47,0.173
2076.65,0.172
2076.83,0.171
2077.01,0.17
2077.18,0.17
2077.36,0.169
2077.54,0.169
2077.71,0.171
2077.89,0.175
2078.07,0.18
2078.25,0.187
2078.42,0.194
2078.60,0.2
2078.78,0.204
2078.96,0.208
2079.13,0.21
2079.31,0.212
2079.49,0.215
2079.66,0.217
2079.84,0.218
2080.02,0.218
2080.20,0.219
2080.37,0.218
2080.55,0.218
2080.73,0.218
2080.90,0.219
2081.08,0.221
2081.26,0.223
2081.44,0.226
2081.61,0.227
2081.79,0.229
2081.97,0.229
2082.15,0.229
2082.32,0.229
2082.50,0.227
2082.68,0.224
2082.85,0.219
2083.03,0.213
2083.21,
2083.39,
2083.56,
2083.74,
2083.92,
2084.09,
2084.27,
2084.45,0.279
2084.63,0.299
2084.80,0.316
2084.98,0.332
2085.16,0.347
2085.34,0.363
2085.51,0.381
2085.69,0.397
2085.87,0.411
2086.04,0.42
2086.22,0.421
2086.40,0.411
2086.58,0.394
2086.75,0.376
2086.93,0.361
2087.11,0.35
2087.28,0.342
2087.46,0.337
2087.64,0.335
2087.82,0.336
2087.99,0.339
2088.17,0.342
2088.35,0.344
2088.53,0.344
2088.70,0.34
2088.88,0.333
2089.06,0.324
2089.23,0.317
2089.41,0.316
2089.59,0.319
2089.77,0.326
2089.94,0.333
2090.12,0.337
2090.30,0.336
2090.48,0.33
2090.65,0.322
2090.83,0.312
2091.01,0.3
2091.18,0.288
2091.36,0.276
2091.54,0.265
2091.72,0.251
2091.89,0.236
2092.07,0.219
2092.25,0.198
2092.42,0.179
2092.60,0.161
2092.78,0.145
2092.96,0.13
2093.13,0.117
2093.31,0.105
2093.49,0.0936
2093.67,0.0829
2093.84,0.0732
2094.05,0.0655
2094.52,0.0597
2094.99,
2095.42,0.060934
2095.85,0.065121
2096.28,0.071616
2096.71,0.078758
2097.14,0.085786
2097.57,0.093192
2098.00,0.10112
2098.43,0.10847
2098.86,0.11414
2099.29,0.11711
2099.72,0.11754
2100.15,0.11629
2100.58,0.1146
2101.01,0.11407
2101.44,0.11561
2101.88,0.11949
2102.31,0.12575
2102.74,0.1339
2103.17,0.14398
2103.60,0.15525
2104.03,0.16654
2104.46,0.17742
2104.89,0.18732
2105.32,0.19603
2105.75,0.20295
2106.18,0.20795
2106.61,0.21079
2107.04,0.21155
2107.47,0.21067
2107.90,0.20846
2108.33,0.2055
2108.76,0.20146
2109.19,0.19621
2109.62,0.18958
2110.05,0.1814
2110.48,0.17172
2110.91,0.16135
2111.34,0.15043
2111.77,0.14
2112.20,0.13018
2112.63,0.12097
2113.06,0.1116
2113.49,0.1029
2113.92,0.095259
2114.35,0.089026
2114.78,0.083522
2115.17,0.077759
2115.52,0.070166
2115.87,0.061674
2116.21,0.053898
2116.56,0.049111
2116.91,0.049143
2117.25,0.054799
2117.60,0.065054
2117.94,0.07918
2118.29,0.094184
2118.64,0.10982
2118.98,0.12516
2119.33,0.14029
2119.68,0.15477
2120.02,0.16794
2120.37,0.17928
2120.72,0.18947
2121.06,0.19846
2121.41,0.2061
2121.76,0.21247
2122.10,0.2171
2122.45,0.2197
2122.80,0.22001
2123.14,0.21841
2123.49,0.2155
2123.83,0.21195
2124.18,0.20854
2124.53,0.20579
2124.87,0.20414
2125.22,0.20354
2125.57,0.20382
2125.91,0.2046
2126.26,0.20518
2126.61,0.20486
2126.95,0.20355
2127.30,0.2017
2127.65,0.20008
2127.99,0.19939
2128.34,0.19986
2128.69,0.20118
2129.03,0.20263
2129.38,0.20368
2129.72,0.20428
2130.07,0.20443
2130.42,0.20371
2130.76,0.20119
2131.11,0.19635
2131.46,0.1896
2131.80,0.18163
2132.15,0.17284
2132.50,0.16426
2132.84,0.15517
2133.19,0.14613
2133.54,0.13608
2133.88,0.12655
2134.23,0.11753
2134.57,0.10897
2134.92,0.10085
2135.27,0.093166
2135.61,0.085095
2135.96,0.07642
2136.31,0.06759
2136.65,0.059066
2137.00,0.05041
2137.45,0.042333
2137.90,0.035343
2138.35,0.02978
2138.80,0.02635
2139.25,0.024825
2139.70,0.024822
2140.15,0.025998
2140.60,0.02797
2141.05,0.030287
2141.50,0.032649
2141.95,0.034568
2142.40,0.035648
2142.85,
2143.30,
2143.75,
2144.20,
2148.70,
2148.94,
2149.18,0.138
2149.43,0.157
2149.67,0.173
2149.91,0.185
2150.16,0.195
2150.40,0.202
2150.65,0.207
2150.89,0.211
2151.13,0.216
2151.38,0.221
2151.62,0.227
2151.86,0.233
2152.11,0.238
2152.35,0.243
2152.60,0.245
2152.84,0.246
2153.08,0.248
2153.33,0.249
2153.57,0.251
2153.81,0.254
2154.06,0.256
2154.30,0.258
2154.54,0.259
2154.79,0.259
2155.03,0.259
2155.28,0.259
2155.52,0.26
2155.76,0.262
2156.01,0.264
2156.25,0.266
2156.49,0.267
2156.74,0.268
2156.98,0.27
2157.22,0.272
2157.47,0.274
2157.71,0.276
2157.96,0.278
2158.20,0.281
2158.44,0.284
2158.69,0.286
2158.93,0.287
2159.17,0.288
2159.42,0.289
2159.66,0.29
2159.91,0.291
2160.15,0.291
2160.39,0.291
2160.83,0.29
2161.26,0.287
2161.69,0.282
2162.13,0.277
2162.56,0.27
2163.00,0.264
2163.43,0.257
2163.86,0.252
2164.30,0.247
2164.73,0.242
2165.16,0.238
2165.60,0.234
2166.03,0.23
2166.47,0.226
2166.90,0.223
2167.33,0.221
2167.77,0.219
2168.20,0.217
2168.63,0.217
2169.07,0.218
2169.50,0.22
2169.94,0.224
2170.37,0.227
2170.80,0.231
2171.24,0.234
2171.67,0.237
2172.11,0.24
2172.54,0.241
2172.97,0.241
2173.41,0.239
2173.84,0.235
2174.27,0.228
2174.71,0.221
2175.14,0.213
2175.58,0.205
2176.01,0.198
2176.44,0.189
2176.88,0.18
2177.31,0.169
2177.74,0.158
2178.18,0.148
2178.61,0.138
2179.05,0.13
2179.48,0.122
2179.91,0.114
2180.35,0.105
2180.78,0.0969
2181.21,0.0898
2181.65,0.0834
2182.08,0.0768
2182.52,0.0691
2182.95,0.0599
2183.38,0.0494
2183.82,0.0386
2184.25,0.0296
2184.69,0.023
2185.11,0.0185
2185.48,0.0157
2185.84,0.0142
2186.21,0.0135
2186.57,0.0137
2186.94,0.0146
2187.31,0.0165
2187.67,0.0195
2188.04,0.0239
2188.41,0.0293
2188.77,0.0357
2189.14,0.0421
2189.50,0.048
2189.87,0.0531
2190.24,0.0575
2190.60,0.0616
2190.97,0.0654
2191.34,0.0691
2191.70,0.0726
2192.07,0.0756
2192.43,0.0778
2192.80,0.079
2193.17,0.0795
2193.53,0.0796
2193.90,0.0798
2194.27,0.0804
2194.63,0.0814
2195.00,0.0831
2195.36,0.0854
2195.73,0.0882
2196.10,0.0914
2196.46,0.0948
2196.83,0.0989
2197.20,0.104
2197.56,0.11
2197.93,0.117
2198.29,0.126
2198.66,0.136
2199.03,0.147
2199.39,0.157
2199.76,
2200.13,
2200.49,
2200.86,
2201.22,
2201.59,
2201.96,
2202.32,0.181
2202.69,0.183
2203.06,0.18
2203.42,0.175
2203.79,0.168
2204.15,0.16
2204.52,0.151
2204.89,0.14
2205.25,0.129
2205.62,0.119
2205.99,0.11
2206.35,0.0994
2206.72,0.0861
2207.08,0.072
2207.45,0.0595
2207.82,0.0482
2208.16,0.039
2208.48,0.0319
2208.81,0.0276
2209.13,0.0259
2209.45,0.0272
2209.78,0.0317
2210.10,0.0401
2210.42,0.0527
2210.75,0.0677
2211.07,0.0834
2211.39,0.0949
2211.72,0.101
2212.04,0.104
2212.36,0.105
2212.68,0.105
2213.01,0.103
2213.33,0.101
2213.65,0.099
2213.98,0.0973
2214.30,0.0965
2214.62,0.0969
2214.95,0.0991
2215.27,0.103
2215.59,0.11
2215.92,0.118
2216.24,0.129
2216.56,0.141
2216.88,0.155
2217.21,0.169
2217.53,0.182
2217.85,0.193
2218.18,0.202
2218.50,0.207
2218.82,0.209
2219.15,0.209
2219.47,0.207
2219.79,0.203
2220.12,0.199
2220.44,0.195
2220.76,0.191
2221.08,0.188
2221.41,0.185
2221.73,0.182
2222.05,0.178
2222.38,0.172
2222.70,0.165
2223.02,0.156
2223.35,0.145
2223.67,0.134
2223.99,0.122
2224.32,0.111
2224.64,0.101
2224.96,0.0898
2225.28,0.0798
2225.61,0.0699
2225.93,0.0602
2226.25,0.0501
2226.58,0.0405
2226.90,0.0319
2227.22,0.0253
2227.55,0.0205
2227.87,0.0175
2228.19,0.016
2228.52,0.0156
2228.84,0.0163
2229.23,0.0181
2229.68,0.0213
2230.13,0.0259
2230.58,0.0314
2231.03,0.0369
2231.48,0.042
2231.93,0.0459
2232.38,0.0488
2232.83,0.051
2233.28,0.053
2233.74,0.0551
2234.19,0.0574
2234.64,0.0599
2235.09,0.0627
2235.54,0.0652
2235.99,0.0673
2236.44,0.0692
2236.89,0.071
2237.34,0.0729
2237.79,0.0751
2238.25,0.0776
2238.70,0.0807
2239.15,0.0842
2239.60,0.0882
2240.05,0.093
2240.50,0.0995
2240.95,0.108
2241.40,0.117
2241.85,0.126
2242.30,0.134
2242.75,0.139
2243.21,0.14
2243.66,0.139
2244.11,0.136
2244.56,0.133
2245.01,0.13
2245.46,0.129
2245.91,0.128
2246.36,0.13
2246.81,0.134
2247.26,0.138
2247.72,0.142
2248.17,0.146
2248.62,0.147
2249.07,0.146
2249.52,0.142
2249.97,0.136
2250.42,0.13
2250.87,0.125
2251.32,0.119
2251.77,0.112
2252.20,0.105
2252.60,0.0966
2253.00,0.0893
2253.39,0.0833
2253.79,0.0784
2254.19,0.0746
2254.59,0.0714
2254.99,0.0684
2255.38,0.0654
2255.78,0.0622
2256.18,
2256.58,
2256.98,
2257.37,
2257.77,
2258.17,
2258.57,
2258.97,
2259.36,0.122
2259.76,0.138
2260.16,0.151
2260.56,0.161
2260.96,0.167
2261.35,0.171
2261.75,0.172
2262.15,0.172
2262.55,0.172
2262.95,0.17
2263.34,0.168
2263.74,0.165
2264.14,0.161
2264.54,0.156
2264.94,0.151
2265.33,0.146
2265.73,0.144
2266.13,0.142
2266.53,0.141
2266.93,0.14
2267.32,0.14
2267.72,0.142
2268.12,0.144
2268.52,0.147
2268.92,0.15
2269.32,0.153
2269.71,0.156
2270.11,0.16
2270.51,0.165
2270.91,0.171
2271.31,0.178
2271.70,0.186
2272.10,0.194
2272.50,0.205
2272.90,0.215
2273.30,0.226
2273.69,0.236
2274.09,0.245
2274.49,0.252
2274.89,0.257
2275.29,0.261
2275.68,0.263
2276.08,0.265
2276.48,0.266
2276.88,0.267
2277.28,0.268
2277.67,0.27
2278.07,0.273
2278.47,0.28
2278.87,0.287
2279.27,0.295
2279.66,0.301
2280.06,0.306
2280.46,0.31
2280.86,0.313
2281.26,0.315
2281.65,0.316
2282.05,0.315
2282.45,0.314
2282.85,0.314
2283.25,0.315
2283.65,0.316
2284.04,0.318
2284.44,0.317
2284.84,0.314
2285.24,0.309
2285.64,0.304
2286.03,0.298
2286.43,0.292
2286.83,0.287
2287.23,0.281
2287.63,0.275
2288.02,0.268
2288.42,0.262
2288.82,0.255
2289.22,0.249
2289.62,0.245
2290.01,0.243
2290.41,0.243
2290.81,0.242
2291.21,0.24
2291.61,0.238
2292.00,0.235
2292.40,0.231
2292.80,0.227
2293.20,0.221
2293.60,0.215
2293.99,0.208
2294.39,0.2
2294.79,0.191
2295.19,0.182
2295.59,0.172
2295.98,0.163
2296.38,0.153
2296.78,0.142
2297.18,0.129
2297.58,0.113
2297.97,0.0968
2298.37,0.0826
2298.77,0.0712
2299.17,0.0623
2299.57,0.0543
2299.97,0.0462
2300.36,0.0384
2300.76,0.0312
2301.15,0.0259
2301.54,0.0221
2301.93,0.0201
2302.32,0.0199
2302.71,0.0213
2303.10,0.0243
2303.49,0.0283
2303.88,0.033
2304.27,0.0374
2304.66,0.0412
2305.05,0.0441
2305.44,0.0466
2305.84,0.0491
2306.23,0.0514
2306.62,0.0537
2307.01,0.0558
2307.40,0.0579
2307.79,0.0601
2308.18,0.0624
2308.57,0.0651
2308.96,0.0686
2309.35,0.0727
2309.74,0.0772
2310.14,0.0816
2310.53,0.0861
2310.92,0.0904
2311.31,0.0946
2311.70,0.0988
2312.09,0.103
2312.48,0.108
2312.87,0.112
2313.26,0.116
2313.65,0.119
2314.04,0.122
2314.44,0.124
2314.83,0.126
2315.22,0.129
2315.61,0.132
2316.00,
2316.39,
2316.78,
2317.17,
2317.56,
2317.95,
2318.34,
2318.73,0.15
2319.13,0.157
2319.52,0.162
2319.91,0.167
2320.30,0.172
2320.69,0.18
2321.08,0.188
2321.47,0.199
2321.86,0.212
2322.25,0.226
2322.64,0.239
2323.03,0.252
2323.43,0.261
2323.82,0.269
2324.21,0.274
2324.60,0.278
2324.99,0.283
2325.38,0.287
2325.77,0.29
2326.16,0.292
2326.55,0.292
2326.94,0.29
2327.33,0.286
2327.73,0.278
2328.12,0.269
2328.51,0.261
2328.90,0.253
2329.29,0.246
2329.68,0.241
2330.07,0.236
2330.46,0.233
2330.85,0.229
2331.24,0.226
2331.63,0.223
2332.02,0.22
2332.42,0.218
2332.81,0.216
2333.20,0.217
2333.59,0.219
2333.98,0.221
2334.37,0.223
2334.76,0.223
2335.15,0.22
2335.54,0.215
2335.93,0.207
2336.32,0.197
2336.72,0.185
2337.11,0.172
2337.50,0.16
2337.89,0.148
2338.28,0.136
2338.67,0.127
2339.06,0.12
2339.51,0.116
2339.95,0.113
2340.40,0.111
2340.85,0.109
2341.29,0.107
2341.74,0.105
2342.19,0.102
2342.63,0.1
2343.08,0.0977
2343.53,0.0959
2343.97,0.095
2344.47,0.096
2344.93,0.0997
2345.40,0.106
2345.86,0.115
2346.32,0.125
2346.79,0.136
2347.25,0.148
2347.71,0.162
2348.17,0.174
2348.64,0.187
2349.10,0.199
2349.56,0.208
2350.02,0.212
2350.49,0.212
2350.95,0.208
2351.41,0.202
2351.87,0.198
2352.34,0.195
2352.80,0.193
2353.26,0.193
2353.73,0.193
2354.19,0.194
2354.65,0.195
2355.11,0.196
2355.58,0.199
2356.04,0.201
2356.50,0.203
2356.96,0.205
2357.43,0.207
2357.89,0.209
2358.35,0.212
2358.82,0.216
2359.28,0.222
2359.74,0.229
2360.20,0.235
2360.67,0.241
2361.13,0.248
2361.59,0.256
2362.05,0.265
2362.52,0.274
2362.98,0.281
2363.44,0.287
2363.90,0.291
2364.37,0.294
2364.83,0.298
2365.29,0.303
2365.76,0.31
2366.22,0.317
2366.68,0.322
2367.14,0.324
2367.61,0.32
2368.07,0.311
2368.53,0.297
2368.99,0.279
2369.46,0.261
2369.92,0.245
2370.38,0.232
2370.85,0.222
2371.31,0.215
2371.77,0.212
2372.23,0.212
2372.70,0.211
2373.16,0.209
2373.62,0.205
2374.08,0.2
2374.55,0.194
2375.01,0.187
2375.47,0.181
2375.93,0.174
2376.40,0.167
2376.86,0.16
2377.32,0.154
2377.79,0.148
2378.25,0.142
2378.71,0.137
2379.17,0.132
2379.64,0.127
2380.10,0.122
2380.56,
2381.02,
2381.49,
2381.95,
2382.41,
2382.88,
2383.34,
2383.80,
2384.26,0.11
2384.73,0.117
2385.19,0.121
2385.65,0.125
2386.11,0.128
2386.58,0.131
2387.04,0.133
2387.50,0.136
2387.96,0.14
2388.43,0.145
2388.89,0.149
2389.35,0.154
2389.82,0.156
2390.28,0.157
2390.74,0.156
2391.20,0.155
2391.67,0.154
2392.13,0.154
2392.59,0.156
2393.05,0.158
2393.52,0.164
2393.98,0.173
2394.44,0.186
2394.91,0.201
2395.37,0.216
2395.83,0.227
2396.29,0.232
2396.76,0.232
2397.22,0.228
2397.68,0.218
2398.14,0.204
2398.61,0.187
2399.07,0.172
2399.53,0.166
2399.99,0.17
2400.46,0.179
2400.92,0.188
2401.38,0.196
2401.85,0.203
2402.31,0.211
2402.77,0.221
2403.25,0.234
2403.73,0.251
2404.21,0.266
2404.69,0.28
2405.17,0.289
2405.65,0.294
2406.13,0.295
2406.61,0.292
2407.09,0.287
2407.57,0.282
2408.05,0.278
2408.53,0.274
2409.01,0.269
2409.49,0.261
2409.97,0.248
2410.45,0.232
2410.93,0.217
2411.41,0.204
2411.89,0.193
2412.37,0.183
2412.85,0.175
2413.33,0.169
2413.81,0.165
2414.29,0.164
2414.77,0.167
2415.25,0.171
2415.73,0.176
2416.21,0.181
2416.69,0.186
2417.17,0.19
2417.65,0.193
2418.13,0.192
2418.61,0.19
2419.09,0.188
2419.57,0.187
2420.05,0.189
2420.54,0.193
2421.02,0.2
2421.50,0.208
2421.98,0.217
2422.46,0.225
2422.94,0.234
2423.42,0.243
2423.90,0.252
2424.38,0.264
2424.86,0.277
2425.34,0.291
2425.82,0.306
2426.30,0.322
2426.78,0.338
2427.17,0.349
2427.57,0.352
2427.96,
2428.36,
2428.76,
2429.15,
2429.55,
2429.94,
2430.34,
2430.73,
2431.13,
2431.52,
2431.92,
2432.32,
2432.71,
2433.11,
2433.50,
2434.06,
2434.49,
2434.92,
2435.35,0.321
2435.78,0.339
2436.21,0.349
2436.64,0.353
2437.06,0.354
2437.49,0.354
2437.92,0.354
2438.35,0.356
2438.78,0.358
2439.21,0.36
2439.64,0.361
2440.07,0.364
2440.49,0.37
2440.92,0.379
2441.35,0.391
2441.78,0.409
2442.21,0.431
2442.64,0.451
2443.07,0.469
2443.49,0.48
2443.92,0.48
2444.35,0.47
2444.78,0.45
2445.21,0.426
2445.64,0.4
2446.07,0.377
2446.50,0.357
2446.92,0.342
2447.35,0.33
2447.78,0.32
2448.21,0.31
2448.64,0.298
2449.07,0.283
2449.50,0.266
2449.92,0.249
2450.35,0.239
2450.78,0.234
2451.21,0.231
2451.64,0.227
2452.07,0.223
2452.50,0.219
2452.93,0.216
2453.35,0.214
2453.78,0.212
2454.21,0.212
2454.64,0.211
2455.07,0.21
2455.50,0.21
2455.93,0.211
2456.35,0.212
2456.78,0.213
2457.21,0.215
2457.64,0.217
2458.07,0.218
2458.50,0.219
2458.93,0.22
2459.36,0.221
2459.78,0.222
2460.21,0.222
2460.64,0.221
2461.07,0.217
2461.50,0.213
2461.93,0.208
2462.36,0.202
2462.78,0.196
2463.21,0.191
2463.64,0.187
2464.07,0.183
2464.50,0.18
2464.93,0.176
2465.36,0.17
2465.79,0.164
2466.21,0.158
2466.64,0.155
2467.07,0.154
2467.50,0.153
2467.93,0.154
2468.36,0.158
2468.79,0.165
2469.22,0.179
2469.64,0.199
2470.07,0.224
2470.50,0.249
2470.93,0.274
2471.36,0.296
2471.79,0.318
2472.22,0.341
2472.64,0.364
2473.07,0.387
2473.50,0.406
2473.93,0.42
2474.36,0.429
2474.79,0.433
2475.22,0.435
2475.65,0.435
2476.07,0.433
2476.50,0.428
2476.93,0.417
2477.36,0.403
2477.79,0.385
2478.22,0.367
2478.65,0.351
2479.07,0.338
2479.50,0.33
2479.93,0.327
2480.36,0.327
2480.79,0.329
2481.22,0.334
2481.65,0.336
2482.08,0.334
2482.50,0.326
2482.93,0.314
2483.36,0.3
2483.79,0.286
2484.22,0.272
2484.65,0.258
2485.08,0.244
2485.50,0.23
2485.93,0.216
2486.36,0.204
2486.79,0.195
2487.22,0.19
2487.65,0.186
2488.08,0.186
2488.51,0.188
2488.93,0.192
2489.36,0.198
2489.79,0.206
2490.22,0.215
2490.65,0.225
2491.08,0.235
2491.51,0.244
2491.93,0.251
2492.36,0.258
2492.79,0.264
2493.22,0.27
2493.65,0.276
2494.08,0.283
2494.51,0.288
2494.94,0.292
2495.36,0.293
2495.79,
2496.22,
2496.65,
2497.08,
2497.94,
2498.36,
2498.79,
2499.22,
2499.65,0.239
2500.08,0.246
2500.51,0.25
2500.94,0.253
2501.37,0.255
2501.79,0.259
2502.22,0.265
2502.65,0.273
2503.08,0.284
2503.51,0.298
2503.94,0.313
2504.37,0.328
2504.79,0.339
2505.22,0.344
2505.65,0.343
2506.08,0.337
2506.51,0.329
2506.94,0.32
2507.37,0.313
2507.80,0.309
2508.22,0.312
2508.65,0.321
2509.08,0.333
2509.51,0.345
2509.94,0.353
2510.37,0.358
2510.80,0.358
2511.22,0.354
2511.65,0.346
2512.08,0.336
2512.51,0.326
2512.94,0.318
2513.37,0.314
2513.80,0.314
2514.23,0.317
2514.65,0.32
2515.08,0.324
2515.51,0.329
2515.94,0.335
2516.37,0.341
2516.80,0.349
2517.23,0.357
2517.65,0.364
2518.08,0.372
2518.51,0.378
2518.94,0.382
2519.37,0.382
2519.80,0.38
2520.23,0.377
2520.66,0.373
2521.08,0.369
2521.51,0.365
2521.94,0.36
2522.37,0.353
2522.80,0.344
2523.23,0.334
2523.66,0.323
2524.09,0.314
2524.51,0.304
2524.94,0.295
2525.37,0.288
2525.80,0.283
2526.23,0.281
2526.66,0.282
2527.09,0.284
2527.51,0.287
2527.94,0.291
2528.37,0.294
2528.80,0.294
2529.23,0.292
2529.66,0.288
2530.09,0.283
2530.52,0.279
2530.94,0.276
2531.37,0.273
2531.80,0.272
2532.23,0.27
2532.66,0.268
2533.09,0.266
2533.52,0.263
2533.94,0.259
2534.37,0.254
2534.80,0.247
2535.23,0.239
2535.66,0.229
2536.09,0.218
2536.52,0.208
2536.95,0.197
2537.37,0.188
2537.80,0.18
2538.23,0.173
2538.66,0.167
2539.09,0.164
2539.52,0.162
2539.95,0.16
2540.37,0.156
2540.80,0.152
2541.23,0.146
2541.66,0.14
2542.05,0.134
2542.44,0.128
2542.83,0.121
2543.22,0.115
2543.62,0.11
2544.01,0.107
2544.40,0.108
2544.79,0.11
2545.18,0.112
2545.57,0.113
2545.96,0.113
2546.35,0.113
2546.74,0.113
2547.14,0.112
2547.53,0.112
2547.92,0.112
2548.31,0.112
2548.70,0.113
2549.09,0.114
2549.48,0.115
2549.87,0.117
2550.26,0.119
2550.66,0.122
2551.05,0.126
2551.44,0.13
2551.83,0.135
2552.22,0.14
2552.61,0.146
2553.00,0.151
2553.39,0.157
2553.78,0.163
2554.17,0.168
2554.57,0.174
2554.96,0.179
2555.35,0.184
2555.74,0.189
2556.13,0.192
2556.52,0.195
2556.91,0.199
2557.30,0.204
2557.69,0.207
2558.09,0.207
